"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"eqtl-a-ENSG00000022556","ebi-a-GCST90027158","Alzheimer disease","NLRP2","Simple mode",5,0.0281429178024594,0.0289228124637569,0.385634207998023,-0.0285457946265042,0.084831630231423,1.02854267097595,0.971857787262673,1.08853377508865
"eqtl-a-ENSG00000022556","ebi-a-GCST90027158","Alzheimer disease","NLRP2","Weighted mode",5,0.0405905159670048,0.0185586840957142,0.0939913074410224,0.00421549513940507,0.0769655367946046,1.041425571079,1.00422439283738,1.08000485532207
"eqtl-a-ENSG00000023902","ebi-a-GCST90027158","Alzheimer disease","PLEKHO1","MR Egger",4,-0.0722475864076412,0.0510150941174442,0.292397082719822,-0.172237170877832,0.0277419980625494,0.930300537527479,0.841779503907686,1.02813039056701
"eqtl-a-ENSG00000023902","ebi-a-GCST90027158","Alzheimer disease","PLEKHO1","Weighted median",4,-0.0868578850299515,0.0347326223146679,0.0123927809827005,-0.154933824766701,-0.0187819452932025,0.916807378428491,0.856471852833016,0.981393336349138
"eqtl-a-ENSG00000023902","ebi-a-GCST90027158","Alzheimer disease","PLEKHO1","Inverse variance weighted",4,-0.0803721388546968,0.0322814444745946,0.0127839524690424,-0.143643770024902,-0.0171005076844914,0.922772882838769,0.866196258177147,0.983044876105236
"eqtl-a-ENSG00000023902","ebi-a-GCST90027158","Alzheimer disease","PLEKHO1","Simple mode",4,-0.104548743316326,0.0518234351489787,0.136999456784204,-0.206122676208324,-0.00297481042432736,0.900730891726058,0.813733244450534,0.997029609939868
"eqtl-a-ENSG00000023902","ebi-a-GCST90027158","Alzheimer disease","PLEKHO1","Weighted mode",4,-0.0850798582729726,0.0371069137079096,0.105681323197684,-0.157809409140475,-0.0123503074054698,0.918438936525477,0.854012533441311,0.987725644642449
"eqtl-a-ENSG00000031081","ebi-a-GCST90027158","Alzheimer disease","ARHGAP31","MR Egger",3,-0.133678100872976,0.0818364738856873,0.349717506200167,-0.294077589688923,0.0267213879429715,0.874871639698591,0.74521866791544,1.02708160557748
"eqtl-a-ENSG00000031081","ebi-a-GCST90027158","Alzheimer disease","ARHGAP31","Weighted median",3,-0.0928875854883864,0.0344050663849782,0.00693763995580333,-0.160321515602944,-0.025453655373829,0.911295937426064,0.851869855481412,0.974867557791367
"eqtl-a-ENSG00000031081","ebi-a-GCST90027158","Alzheimer disease","ARHGAP31","Inverse variance weighted",3,-0.087568328668959,0.0321462477409426,0.00644846624953493,-0.150574974241206,-0.0245616830967116,0.916156269773678,0.860213233755188,0.975737500551512
"eqtl-a-ENSG00000031081","ebi-a-GCST90027158","Alzheimer disease","ARHGAP31","Simple mode",3,-0.0581049064369699,0.0688894715653297,0.487773121343796,-0.193128270705016,0.0769184578310765,0.943550957675488,0.824376224037477,1.07995401100973
"eqtl-a-ENSG00000031081","ebi-a-GCST90027158","Alzheimer disease","ARHGAP31","Weighted mode",3,-0.102502629258169,0.0350306873127064,0.0996439427217192,-0.171162776391074,-0.0338424821252646,0.902575776645072,0.84268439318273,0.966723768918555
"eqtl-a-ENSG00000042445","ebi-a-GCST90027158","Alzheimer disease","RETSAT","MR Egger",3,0.0729453899935219,0.108285595303323,0.622602874461012,-0.139294376800991,0.285185156788035,1.07567179286713,0.869971891217381,1.330008265383
"eqtl-a-ENSG00000042445","ebi-a-GCST90027158","Alzheimer disease","RETSAT","Weighted median",3,0.0459266205513048,0.0198670849736165,0.020794553886331,0.00698713400301641,0.0848661070995932,1.04699758003286,1.00701160097528,1.08857130497106
"eqtl-a-ENSG00000042445","ebi-a-GCST90027158","Alzheimer disease","RETSAT","Inverse variance weighted",3,0.0429998956909253,0.0187869945591673,0.0220902869217375,0.00617738635495748,0.0798224050268931,1.04393778595842,1.00619650575508,1.08309469841972
"eqtl-a-ENSG00000042445","ebi-a-GCST90027158","Alzheimer disease","RETSAT","Simple mode",3,0.0464850745231491,0.0262537747597964,0.218642619718032,-0.00497232400605181,0.09794247305235,1.04758244328434,0.995040017533109,1.10289933685112
"eqtl-a-ENSG00000042445","ebi-a-GCST90027158","Alzheimer disease","RETSAT","Weighted mode",3,0.0460151223348126,0.0197573452887164,0.145240114706481,0.00729072556892848,0.0847395191006967,1.04709024528648,1.00731736761585,1.08843351362946
"eqtl-a-ENSG00000047410","ebi-a-GCST90027158","Alzheimer disease","TPR","MR Egger",4,-0.011316061919426,0.0411099438534644,0.808944817039519,-0.0918915518722162,0.0692594280333642,0.988747723881183,0.912204071004727,1.07171420579546
"eqtl-a-ENSG00000047410","ebi-a-GCST90027158","Alzheimer disease","TPR","Weighted median",4,-0.0374199080978756,0.0275063217856014,0.173699837703685,-0.0913322987976543,0.0164924826019032,0.963271564883243,0.912714366614959,1.01662923435066
"eqtl-a-ENSG00000047410","ebi-a-GCST90027158","Alzheimer disease","TPR","Inverse variance weighted",4,-0.0501655211371082,0.0255912342204101,0.0499651880598212,-0.100324340209112,-6.70206510438448e-06,0.951071988954535,0.904543990466333,0.999993297957354
"eqtl-a-ENSG00000047410","ebi-a-GCST90027158","Alzheimer disease","TPR","Simple mode",4,-0.0503897776838643,0.0521303489584151,0.405040123893769,-0.152565261642358,0.0517857062746293,0.950858728747968,0.858502864821211,1.05315003488601
"eqtl-a-ENSG00000047410","ebi-a-GCST90027158","Alzheimer disease","TPR","Weighted mode",4,-0.0362683083708177,0.0272528353347587,0.275357759225283,-0.0896838656269447,0.0171472488853094,0.964381507136377,0.914220156007884,1.01729510686768
"eqtl-a-ENSG00000050767","ebi-a-GCST90027158","Alzheimer disease","COL23A1","MR Egger",4,0.0345090547973853,0.0647431208304742,0.647319536855821,-0.0923874620303441,0.161405571625115,1.03511140105769,0.911751811888844,1.17516148432973
"eqtl-a-ENSG00000050767","ebi-a-GCST90027158","Alzheimer disease","COL23A1","Weighted median",4,0.0634407333608011,0.0324052443132919,0.0502616508548642,-7.35454932510454e-05,0.126955012214853,1.06549633554325,0.999926457211152,1.13536593903361
"eqtl-a-ENSG00000050767","ebi-a-GCST90027158","Alzheimer disease","COL23A1","Inverse variance weighted",4,0.0685215141401389,0.0307545424625996,0.0258796617228066,0.00824261091344364,0.128800417366834,1.07092366470494,1.00827667475813,1.13746308363245
"eqtl-a-ENSG00000050767","ebi-a-GCST90027158","Alzheimer disease","COL23A1","Simple mode",4,0.134007322197161,0.0679154275176245,0.143007475722069,0.000893084262616584,0.267121560131705,1.14340119182296,1.00089348318111,1.30619921842931
"eqtl-a-ENSG00000050767","ebi-a-GCST90027158","Alzheimer disease","COL23A1","Weighted mode",4,0.0491758090481966,0.0365352262195687,0.270984432675189,-0.022433234342158,0.120784852438551,1.05040500521178,0.97781651957718,1.12838211758895
"eqtl-a-ENSG00000054179","ebi-a-GCST90027158","Alzheimer disease","ENTPD2","MR Egger",3,0.0475531790338583,0.0380604102722385,0.429699249330376,-0.0270452250997291,0.122151583167446,1.04870196859594,0.973317222160514,1.1299253664656
"eqtl-a-ENSG00000054179","ebi-a-GCST90027158","Alzheimer disease","ENTPD2","Weighted median",3,0.0550338786827698,0.0203904672662033,0.0069548099152744,0.0150685628410113,0.0949991945245283,1.05657640948615,1.01518266603739,1.09965796937822
"eqtl-a-ENSG00000054179","ebi-a-GCST90027158","Alzheimer disease","ENTPD2","Inverse variance weighted",3,0.0548925927331478,0.0203481862992146,0.00698276423228079,0.0150101475866872,0.0947750378796085,1.05642714062983,1.0151233656158,1.099411501362
"eqtl-a-ENSG00000054179","ebi-a-GCST90027158","Alzheimer disease","ENTPD2","Simple mode",3,0.0674144070253975,0.0309628780066594,0.161378837283648,0.00672716613234513,0.12810164791845,1.06973869356242,1.00674984433927,1.13666853681579
"eqtl-a-ENSG00000054179","ebi-a-GCST90027158","Alzheimer disease","ENTPD2","Weighted mode",3,0.0585326576067996,0.0217872246931352,0.115113723307035,0.0158296972082546,0.101235618005345,1.06027961132384,1.01595565058877,1.10653733116947
"eqtl-a-ENSG00000055211","ebi-a-GCST90027158","Alzheimer disease","GINM1","MR Egger",3,0.0336027914047408,0.0335243244273568,0.499255835649884,-0.0321048844728786,0.0993104672823602,1.03417374243462,0.968405006103821,1.1044091292384
"eqtl-a-ENSG00000055211","ebi-a-GCST90027158","Alzheimer disease","GINM1","Weighted median",3,0.0516885182991096,0.0164853748762716,0.00171610207003015,0.0193771835416174,0.0839998530566019,1.05304768633981,1.01956613966847,1.08762873398895
"eqtl-a-ENSG00000055211","ebi-a-GCST90027158","Alzheimer disease","GINM1","Inverse variance weighted",3,0.0552391503940439,0.0174399129953167,0.00153809508977272,0.0210569209232232,0.0894213798648645,1.05679331699554,1.02128018219393,1.09354135556345
"eqtl-a-ENSG00000055211","ebi-a-GCST90027158","Alzheimer disease","GINM1","Simple mode",3,0.0537552438070271,0.0438958417002928,0.345387826055278,-0.0322806059255467,0.139791093539601,1.05522629737425,0.968234851519721,1.15003352432774
"eqtl-a-ENSG00000055211","ebi-a-GCST90027158","Alzheimer disease","GINM1","Weighted mode",3,0.0513834085306236,0.0161264696774814,0.0859852421058415,0.0197755279627601,0.0829912890984871,1.05272644021418,1.01997235905444,1.08653234383078
"eqtl-a-ENSG00000055950","ebi-a-GCST90027158","Alzheimer disease","MRPL43","MR Egger",4,-0.0965344183283793,0.0474624771835522,0.178966039630671,-0.189560873608142,-0.00350796304861693,0.90797864595474,0.827322353267824,0.996498182665346
"eqtl-a-ENSG00000055950","ebi-a-GCST90027158","Alzheimer disease","MRPL43","Weighted median",4,-0.0696344181016337,0.0215513630405037,0.00123318612901684,-0.111875089661021,-0.0273937465422465,0.932734748523523,0.894155939846618,0.97297805934441
"eqtl-a-ENSG00000055950","ebi-a-GCST90027158","Alzheimer disease","MRPL43","Inverse variance weighted",4,-0.068712155896402,0.0218288502801448,0.00164522226424963,-0.111496702445486,-0.0259276093473182,0.933595371328534,0.894494341042257,0.974405624914835
"eqtl-a-ENSG00000055950","ebi-a-GCST90027158","Alzheimer disease","MRPL43","Simple mode",4,-0.118000119569953,0.0464146629387223,0.0845092057422495,-0.208972858929849,-0.0270273802100574,0.888695946353278,0.811417258077277,0.973334591053931
"eqtl-a-ENSG00000055950","ebi-a-GCST90027158","Alzheimer disease","MRPL43","Weighted mode",4,-0.0686358051253304,0.0229951553067493,0.0583728472611576,-0.113706309526559,-0.0235653007241017,0.933666654776242,0.892520042028121,0.976710192703541
"eqtl-a-ENSG00000059377","ebi-a-GCST90027158","Alzheimer disease","TBXAS1","MR Egger",7,-0.0382921087651078,0.0290240784393689,0.244245053571071,-0.0951793025062709,0.0185950849760553,0.962431765071843,0.909209896238965,1.01876905019504
"eqtl-a-ENSG00000059377","ebi-a-GCST90027158","Alzheimer disease","TBXAS1","Weighted median",7,-0.0363546342091666,0.0183774761526829,0.0479042411347841,-0.0723744874684251,-0.000334780949908083,0.96429825968754,0.930182488892826,0.999665275082981
"eqtl-a-ENSG00000059377","ebi-a-GCST90027158","Alzheimer disease","TBXAS1","Inverse variance weighted",7,-0.0355391520129262,0.0169033178703048,0.03550988175315,-0.0686696550387236,-0.00240864898712868,0.965084948471934,0.933635050775739,0.997594249480246
"eqtl-a-ENSG00000059377","ebi-a-GCST90027158","Alzheimer disease","TBXAS1","Simple mode",7,-0.0738615017547539,0.0363324848137968,0.088304384022131,-0.145073171989796,-0.00264983151971215,0.928800322148486,0.864959000024006,0.99735367618487
"eqtl-a-ENSG00000059377","ebi-a-GCST90027158","Alzheimer disease","TBXAS1","Weighted mode",7,-0.0171137187802322,0.0193872359813983,0.411349012578774,-0.0551127013037729,0.0208852637433085,0.983031889091047,0.946378483854012,1.02110488716371
"eqtl-a-ENSG00000059588","ebi-a-GCST90027158","Alzheimer disease","TARBP1","MR Egger",4,-0.0923715724101039,0.117220617012094,0.513252712755755,-0.322123981753809,0.137380836933601,0.911766299393988,0.724608346546894,1.14726498621253
"eqtl-a-ENSG00000059588","ebi-a-GCST90027158","Alzheimer disease","TARBP1","Weighted median",4,-0.0647852526690663,0.0451545769714745,0.15136009701683,-0.153288223533156,0.0237177181950236,0.937268717722712,0.857882424271264,1.0240012201763
"eqtl-a-ENSG00000059588","ebi-a-GCST90027158","Alzheimer disease","TARBP1","Inverse variance weighted",4,-0.0829003412533318,0.0388053385534292,0.0326539266903519,-0.158958804818053,-0.00684187768861051,0.920442872832505,0.853031499033135,0.993181474668201
"eqtl-a-ENSG00000059588","ebi-a-GCST90027158","Alzheimer disease","TARBP1","Simple mode",4,-0.112792741490842,0.0574834836579194,0.144544955408266,-0.225460369460364,-0.000125113521320094,0.89333579237474,0.798148690884451,0.99987489430505
"eqtl-a-ENSG00000059588","ebi-a-GCST90027158","Alzheimer disease","TARBP1","Weighted mode",4,-0.0608505742489224,0.0518212639980881,0.325028619545884,-0.162420251685175,0.0407191031873303,0.940963833499144,0.850083880279203,1.04155949370855
"eqtl-a-ENSG00000064687","ebi-a-GCST90027158","Alzheimer disease","ABCA7","MR Egger",3,0.131431597733705,0.205441594121405,0.637676143591698,-0.27123392674425,0.53409712221166,1.14045989501284,0.762438120875167,1.70590732089805
"eqtl-a-ENSG00000064687","ebi-a-GCST90027158","Alzheimer disease","ABCA7","Weighted median",3,0.0825820731784844,0.0235564744848977,0.000455397999162218,0.0364113831880849,0.128752763168884,1.08608780845976,1.03708239700984,1.13740888003303
"eqtl-a-ENSG00000064687","ebi-a-GCST90027158","Alzheimer disease","ABCA7","Inverse variance weighted",3,0.0875840031893762,0.0352706992185578,0.013021000201306,0.0184534327210029,0.15671457365775,1.09153395292519,1.01862474948221,1.16966171398657
"eqtl-a-ENSG00000064687","ebi-a-GCST90027158","Alzheimer disease","ABCA7","Simple mode",3,0.015773027680698,0.0666994066518189,0.835073770445684,-0.114957809356867,0.146503864718263,1.01589807849334,0.891403752011059,1.15777940530102
"eqtl-a-ENSG00000064687","ebi-a-GCST90027158","Alzheimer disease","ABCA7","Weighted mode",3,0.119853026115409,0.025751237136253,0.0431944440471495,0.069380601328353,0.170325450902465,1.12733115116435,1.07184407680536,1.18569067263347
"eqtl-a-ENSG00000065060","ebi-a-GCST90027158","Alzheimer disease","BLTP3A","MR Egger",6,-0.0354709391156157,0.0306832659233731,0.312012684091236,-0.0956101403254269,0.0246682620941956,0.965150781957741,0.908818258602325,1.0249750410453
"eqtl-a-ENSG00000065060","ebi-a-GCST90027158","Alzheimer disease","BLTP3A","Weighted median",6,-0.0278144969199587,0.0143899271887463,0.0532467484272651,-0.0560187542099014,0.000389760369984005,0.972568764569938,0.945521403217253,1.00038983633643
"eqtl-a-ENSG00000065060","ebi-a-GCST90027158","Alzheimer disease","BLTP3A","Inverse variance weighted",6,-0.024710705494899,0.0123398157469952,0.0452290287518549,-0.0488967443590097,-0.000524666630788331,0.975592104643071,0.952279452847513,0.99947547098268
"eqtl-a-ENSG00000065060","ebi-a-GCST90027158","Alzheimer disease","BLTP3A","Simple mode",6,-0.0308023246712892,0.0183689804187828,0.154414006302159,-0.0668055262921035,0.0052008769495252,0.969667233421248,0.935377089900886,1.00521442498709
"eqtl-a-ENSG00000065060","ebi-a-GCST90027158","Alzheimer disease","BLTP3A","Weighted mode",6,-0.0272638924592744,0.0149311713214186,0.127426364057796,-0.0565289882492549,0.00200120333070616,0.973104412721631,0.945039089069406,1.0020032070745
"eqtl-a-ENSG00000065457","ebi-a-GCST90027158","Alzheimer disease","ADAT1","MR Egger",3,-0.0110167752168542,0.0289397223169709,0.76843520739344,-0.0677386309581171,0.0457050805244088,0.989043687213874,0.934504692256272,1.04676565385223
"eqtl-a-ENSG00000065457","ebi-a-GCST90027158","Alzheimer disease","ADAT1","Weighted median",3,-0.0327109566611641,0.0124427846958301,0.00856591178791935,-0.0570988146649911,-0.00832309865733715,0.967818260585656,0.944500734231522,0.991711442432231
"eqtl-a-ENSG00000065457","ebi-a-GCST90027158","Alzheimer disease","ADAT1","Inverse variance weighted",3,-0.0337264864519178,0.0124281228997283,0.0066531715673716,-0.0580856073353852,-0.00936736556845041,0.966835911196955,0.943569167536987,0.990676371526737
"eqtl-a-ENSG00000065457","ebi-a-GCST90027158","Alzheimer disease","ADAT1","Simple mode",3,-0.0280274148456152,0.0176798780949701,0.253779947790652,-0.0626799759117567,0.00662514622052626,0.9723617092897,0.939244006304486,1.0066471410479
"eqtl-a-ENSG00000065457","ebi-a-GCST90027158","Alzheimer disease","ADAT1","Weighted mode",3,-0.033369183718903,0.0132826105037246,0.128583877960913,-0.0594031003062033,-0.00733526713160268,0.967181426033424,0.942326840349646,0.992691570280389
"eqtl-a-ENSG00000065809","ebi-a-GCST90027158","Alzheimer disease","FAM107B","MR Egger",5,-0.0171635226594053,0.055877555199584,0.778806882681797,-0.12668353085059,0.0923564855317794,0.982982931508768,0.881012441741971,1.0967557299498
"eqtl-a-ENSG00000065809","ebi-a-GCST90027158","Alzheimer disease","FAM107B","Weighted median",5,-0.021464400913569,0.0159751483937143,0.179073890465262,-0.0527756917652491,0.00984688993811113,0.978764319964585,0.948592765789038,1.00989553007912
"eqtl-a-ENSG00000065809","ebi-a-GCST90027158","Alzheimer disease","FAM107B","Inverse variance weighted",5,-0.0283423598584956,0.0142387952594585,0.0465355911159377,-0.0562503985670344,-0.000434321149956913,0.972055517038036,0.945302403885609,0.999565773153821
"eqtl-a-ENSG00000065809","ebi-a-GCST90027158","Alzheimer disease","FAM107B","Simple mode",5,-0.0154014633735454,0.0223374601871284,0.528428825975514,-0.059182885340317,0.0283799585932261,0.984716532616492,0.942534377673221,1.02878650644235
"eqtl-a-ENSG00000065809","ebi-a-GCST90027158","Alzheimer disease","FAM107B","Weighted mode",5,-0.0197421060846987,0.0186720226135721,0.349995913129716,-0.0563392704073,0.0168550582379026,0.98045149317934,0.945218396854353,1.01699790617355
"eqtl-a-ENSG00000072310","ebi-a-GCST90027158","Alzheimer disease","SREBF1","MR Egger",3,1.12048426543594,1.25973325005786,0.537201528198892,-1.34859290467748,3.58956143554935,3.06633876568196,0.259605293161601,36.2181884329726
"eqtl-a-ENSG00000072310","ebi-a-GCST90027158","Alzheimer disease","SREBF1","Weighted median",3,0.0489500936828064,0.0220541449975494,0.0264498960043714,0.00572396948760959,0.0921762178780033,1.05016793941792,1.00574038270226,1.09655803818685
